5	4	15.439
11	4	15.571
17	4	1.8053
26	4	3.2311
44	4	15.076
50	4	8.2594
59	4	12.424
68	4	8.9958
74	4	6.2302
86	4	9.8538
92	4	14.632
101	4	11.188
116	4	14.044
140	4	5.5055
149	4	3.1445
161	4	1.4151
170	4	12.229
176	4	11.756
182	4	8.9842
191	4	10.73
209	4	12.592
215	4	6.0856
221	4	13.045
227	4	13.389
236	4	11.306
248	4	16.466
254	4	16.627
272	4	2.5951
281	4	14.026
287	4	9.0972
302	4	9.6919
308	4	7.829
317	4	6.3059
329	4	6.7744
335	4	15.139
344	4	15.548
350	4	0.91289
365	4	6.9921
371	4	12.172
377	4	11.572
398	4	8.0888
404	4	13.767
425	4	0.27487
437	4	15.446
449	4	12.54
455	4	12.305
467	4	0.45137
482	4	2.0311
