5	4	10.231
26	4	17.53
38	4	19.965
44	4	8.5844
50	4	5.8893
65	4	9.0115
77	4	9.1315
83	4	17.038
89	4	11.542
107	4	9.4527
125	4	6.3238
131	4	9.8878
143	4	26.942
152	4	14.29
167	4	4.0047
173	4	5.092
179	4	5.1267
185	4	25.156
191	4	6.3339
197	4	27.153
203	4	3.0148
215	4	33.143
236	4	10.26
245	4	25.348
251	4	11.069
260	4	18.635
272	4	6.7978
278	4	3.0356
284	4	9.146
290	4	13.484
299	4	21.163
323	4	4.6645
329	4	7.1339
338	4	5.2529
347	4	16.955
353	4	5.5989
362	4	7.0672
368	4	8.0485
377	4	8.4068
392	4	17.986
401	4	12.961
413	4	26.251
431	4	6.7864
437	4	19.777
452	4	11.798
464	4	21.575
473	4	4.1157
482	4	5.1217
