2	4	12.909
23	4	20
29	4	20
38	4	20
50	4	20
59	4	20
74	4	20
83	4	36.874
89	4	15.282
95	4	20
104	4	20
110	4	13.005
119	4	20
134	4	18.171
140	4	20
146	4	21.707
152	4	20
158	4	36.337
164	4	20
176	4	19.223
185	4	20
191	4	20
200	4	17.369
212	4	20
221	4	20
245	4	20
254	4	20
272	4	10.093
284	4	20
293	4	20
305	4	23.16
326	4	20
344	4	20
350	4	20
356	4	21.519
365	4	20
371	4	20
386	4	20
392	4	20
404	4	20
410	4	20
416	4	20
431	4	20
449	4	20
455	4	20
464	4	20
476	4	20
482	4	20
