2	4	12.909
23	4	6.4888
29	4	16.139
38	4	7.5188
50	4	9.2144
59	4	3.6121
74	4	24.466
83	4	36.874
89	4	15.282
95	4	4.6325
104	4	6.5175
110	4	13.005
119	4	4.3901
134	4	18.171
140	4	5.1499
146	4	21.707
152	4	5.9449
158	4	36.337
164	4	10.291
176	4	19.223
185	4	7.0591
191	4	15.406
200	4	17.369
212	4	13.03
221	4	15.324
245	4	6.1249
254	4	8.1215
272	4	10.093
284	4	6.4084
293	4	12.458
305	4	23.16
326	4	19.157
344	4	20.297
350	4	9.3728
356	4	21.519
365	4	5.1826
371	4	9.5678
386	4	13.709
392	4	3.6766
404	4	5.1473
410	4	3.9125
416	4	23.476
431	4	15.619
449	4	6.9574
455	4	14.84
464	4	18.204
476	4	10.789
482	4	7.6821
