2	4	23.013
14	4	13.918
23	4	38.038
35	4	6.8385
41	4	16.176
47	4	31.945
59	4	10.124
68	4	5.8964
83	4	29.111
89	4	8.4552
98	4	6.2097
104	4	12.431
113	4	5.8826
119	4	11.738
125	4	11.237
143	4	6.4527
149	4	19.914
170	4	17.362
179	4	4.1149
185	4	8.468
197	4	3.7101
203	4	8.8178
221	4	15.756
230	4	35.196
239	4	5.9362
251	4	7.5652
257	4	29.948
269	4	13.074
275	4	6.0363
296	4	4.2649
305	4	9.3437
323	4	10.242
329	4	4.79
344	4	18.96
359	4	17.227
365	4	6.4936
389	4	12.465
395	4	8.5488
404	4	31.853
410	4	8.3228
422	4	3.7501
437	4	17.588
446	4	17.652
455	4	5.3402
461	4	12.946
470	4	9.6871
476	4	38.334
482	4	11.177
