2	4	7.0908
23	4	13.511
29	4	3.8605
38	4	12.481
50	4	10.786
59	4	16.388
74	4	4.4662
83	4	16.874
89	4	4.7177
95	4	15.367
104	4	13.482
110	4	6.9955
119	4	15.61
134	4	1.8286
140	4	14.85
146	4	1.7068
152	4	14.055
158	4	16.337
164	4	9.7089
176	4	0.77677
185	4	12.941
191	4	4.5941
200	4	2.6311
212	4	6.9697
221	4	4.6762
245	4	13.875
254	4	11.879
272	4	9.9068
284	4	13.592
293	4	7.5418
305	4	3.1599
326	4	0.84322
344	4	0.29663
350	4	10.627
356	4	1.5193
365	4	14.817
371	4	10.432
386	4	6.2908
392	4	16.323
404	4	14.853
410	4	16.087
416	4	3.4756
431	4	4.3813
449	4	13.043
455	4	5.16
464	4	1.796
476	4	9.2115
482	4	12.318
