5	4	9.7695
26	4	2.4703
38	4	0.034543
44	4	11.416
50	4	14.111
65	4	10.988
77	4	10.868
83	4	2.9615
89	4	8.4578
107	4	10.547
125	4	13.676
131	4	10.112
143	4	6.942
152	4	5.7097
167	4	15.995
173	4	14.908
179	4	14.873
185	4	5.1565
191	4	13.666
197	4	7.153
203	4	16.985
215	4	13.143
236	4	9.7403
245	4	5.3476
251	4	8.9309
260	4	1.3652
272	4	13.202
278	4	16.964
284	4	10.854
290	4	6.5156
299	4	1.1634
323	4	15.336
329	4	12.866
338	4	14.747
347	4	3.0449
353	4	14.401
362	4	12.933
368	4	11.952
377	4	11.593
392	4	2.0143
401	4	7.0395
413	4	6.2505
431	4	13.214
437	4	0.22285
452	4	8.2015
464	4	1.5751
473	4	15.884
482	4	14.878
