2	4	3
14	4	60
23	4	8
35	4	161
41	4	16
47	4	7
59	4	97
68	4	97
83	4	8
89	4	97
98	4	84
104	4	37
113	4	161
119	4	29
125	4	34
143	4	97
149	4	28
170	4	29
179	4	178
185	4	46
197	4	178
203	4	84
221	4	48
230	4	3
239	4	178
251	4	97
257	4	7
269	4	37
275	4	124
296	4	161
305	4	48
323	4	40
329	4	149
344	4	33
359	4	23
365	4	124
389	4	68
395	4	107
404	4	1
410	4	124
422	4	161
437	4	48
446	4	32
455	4	97
461	4	43
470	4	84
476	4	7
482	4	84
